EmployeeID,Age,Gender,Department,HoursWorkedPerWeek,SatisfactionScore,PerformanceRating,YearsAtCompany,Promotions,LeftCompany,ProductivityScore
5433,48,Female,Finance,54,1.53,1,12,0,No,53.1
5434,37,Male,Finance,28,2.68,2,14,2,Yes,46.4
5435,48,Female,Sales,25,4.09,2,29,4,Yes,58.4
5436,22,Female,Operations,20,1.18,3,10,4,No,25.8
5437,45,Male,HR,33,3.98,2,23,0,No,62.9
5438,26,Female,Operations,43,3.72,4,8,0,Yes,67.3
5439,31,Female,IT,29,1.26,5,7,4,No,32.9
5440,58,Male,IT,37,3.54,2,19,4,No,61.3
5441,26,Male,Operations,28,2.19,5,24,2,No,41.5
5442,31,Female,HR,46,1.71,3,14,2,No,49.3
5443,34,Male,HR,38,2.54,2,23,1,No,52.0
5444,22,Male,Finance,55,1.82,4,16,1,No,56.7
5445,23,Male,Finance,22,4.3,1,25,4,No,58.4
5446,55,Male,IT,57,3.97,3,13,1,No,79.6
5447,53,Male,Finance,28,4.92,4,4,4,No,68.8
5448,44,Male,Finance,29,3.14,5,29,0,No,51.7
5449,39,Male,HR,28,1.36,1,15,0,Yes,33.2
5450,38,Male,Sales,36,2.47,1,24,2,Yes,49.9
5451,44,Female,Operations,57,4.35,5,28,3,Yes,83.4
5452,55,Female,Marketing,39,2.59,4,27,4,No,53.2
5453,21,Male,Marketing,26,2.82,4,7,2,No,46.4
5454,56,Female,Finance,23,2.65,4,16,1,No,42.6
5455,45,Male,Finance,29,1.94,4,21,4,Yes,39.7
5456,54,Female,Operations,40,1.29,3,10,2,No,40.9
5457,45,Male,Marketing,33,1.72,4,21,1,No,40.3
5458,36,Female,HR,44,2.46,1,17,4,No,55.4
5459,54,Female,Marketing,36,1.98,4,26,2,No,45.0
5460,49,Male,Marketing,47,3.29,3,1,3,No,65.8
5461,39,Male,Marketing,33,3.46,5,0,2,No,57.7
5462,43,Female,Finance,32,3.28,5,21,4,No,55.2
5463,39,Male,Finance,53,1.34,2,8,1,No,50.5
5464,45,Male,Operations,22,3.67,4,7,4,Yes,52.1
5465,36,Male,Marketing,23,2.54,5,20,4,No,41.5
5466,29,Male,Finance,34,4.51,2,23,2,No,68.9
5467,21,Male,Operations,39,3.1,4,1,4,No,58.3
5468,39,Male,Marketing,27,1.34,3,11,0,Yes,32.3
5469,53,Male,HR,24,1.04,3,26,3,No,27.2
5470,54,Male,Finance,21,3.81,4,5,1,No,52.8
5471,36,Female,Sales,47,2.6,4,27,3,Yes,58.9
5472,38,Female,Operations,41,2.15,2,1,2,No,50.2
5473,54,Female,Finance,28,2.79,4,23,2,No,47.5
5474,45,Female,HR,47,1.29,1,11,0,No,45.8
5475,26,Female,HR,20,2.57,3,17,2,No,39.7
5476,41,Female,Finance,55,2.26,1,4,2,No,61.1
5477,26,Female,IT,21,4.2,2,12,2,No,56.7
5478,52,Male,Operations,57,1.7,5,27,3,No,56.9
5479,59,Female,Marketing,45,4.03,4,22,0,No,71.8
5480,51,Male,Marketing,50,3.0,4,22,4,No,65.0
5481,30,Female,HR,38,1.33,2,3,1,Yes,39.9
5482,50,Male,Finance,50,4.88,3,7,0,No,83.8
5483,38,Female,IT,28,3.94,3,29,3,No,59.0
5484,44,Male,Operations,22,2.04,4,22,4,No,35.8
5485,29,Male,Sales,57,3.33,2,9,4,Yes,73.2
5486,51,Male,Marketing,25,4.6,2,20,1,Yes,63.5
5487,35,Male,Operations,26,4.72,4,13,4,No,65.4
5488,24,Male,Operations,44,3.92,2,19,0,Yes,70.0
5489,29,Male,IT,44,3.91,3,29,4,No,69.9
5490,29,Male,Operations,20,2.11,3,1,3,No,35.1
5491,46,Male,Marketing,41,4.96,1,1,4,No,78.3
5492,24,Female,Finance,39,1.97,2,3,3,No,47.0
5493,37,Male,Marketing,32,1.36,4,23,4,No,36.0
5494,36,Male,Sales,59,4.91,5,10,1,No,90.4
5495,35,Female,Finance,40,1.61,3,21,0,Yes,44.1
5496,55,Female,HR,42,3.09,3,8,3,No,60.3
5497,25,Male,IT,52,2.87,3,17,4,Yes,65.1
5498,25,Male,Marketing,28,4.39,2,28,2,No,63.5
5499,40,Female,Finance,48,2.59,3,22,2,Yes,59.5
5500,35,Male,Operations,51,3.01,3,29,0,No,65.8
5501,38,Male,Finance,30,1.17,3,16,3,No,32.7
5502,22,Female,Marketing,55,1.83,3,1,1,No,56.8
5503,49,Male,HR,48,4.33,3,29,1,No,76.9
5504,33,Female,Marketing,50,2.91,5,26,0,No,64.1
5505,24,Male,HR,33,1.92,1,24,1,No,42.3
5506,30,Female,Operations,44,2.48,2,28,4,No,55.6
5507,51,Female,Marketing,45,2.14,5,23,0,No,52.9
5508,28,Male,Finance,41,3.22,1,24,3,No,60.9
5509,23,Female,Sales,28,1.21,4,29,1,No,31.7
5510,29,Female,Sales,52,1.9,3,6,4,No,55.4
5511,50,Male,Operations,42,2.42,1,11,1,No,53.6
5512,31,Female,Finance,54,4.71,1,15,0,No,84.9
5513,55,Male,Sales,39,3.49,3,9,0,No,62.2
5514,57,Female,Operations,52,3.02,2,27,1,No,66.6
5515,33,Male,HR,54,1.76,4,10,0,Yes,55.4
5516,56,Male,Finance,49,3.23,3,8,2,No,66.6
5517,33,Male,HR,49,4.72,2,3,0,No,81.5
5518,32,Male,Finance,41,3.27,2,15,3,Yes,61.4
5519,57,Male,HR,20,1.66,4,18,1,No,30.6
5520,30,Female,HR,34,4.99,4,19,2,Yes,73.7
5521,29,Female,Sales,44,3.0,4,4,1,No,60.8
5522,27,Male,Finance,39,2.28,1,11,0,No,50.1
5523,22,Male,Marketing,26,3.01,3,9,2,No,48.3
5524,43,Female,Sales,35,2.05,4,13,1,Yes,45.0
5525,59,Male,HR,42,1.12,4,19,0,No,40.6
5526,59,Male,HR,40,4.56,2,19,0,No,73.6
5527,41,Male,Marketing,20,2.72,5,11,1,No,41.2
5528,43,Male,Marketing,39,4.01,1,22,1,No,67.4
5529,49,Male,HR,38,4.89,3,3,1,No,75.5
5530,34,Female,Marketing,25,3.53,5,19,2,No,52.8
5531,46,Female,IT,57,3.77,4,24,2,No,77.6
5532,25,Male,Sales,51,4.77,3,8,3,No,83.4
5533,51,Female,Finance,20,3.07,4,13,2,Yes,44.7
5534,45,Female,Marketing,49,2.28,3,4,0,Yes,57.1
5535,51,Male,Marketing,35,4.69,1,8,2,No,71.4
5536,40,Male,IT,46,1.28,3,26,1,No,45.0
5537,37,Male,Finance,37,1.86,3,1,1,No,44.5
5538,22,Male,IT,32,2.37,3,11,2,Yes,46.1
5539,45,Male,Finance,47,4.13,2,27,0,No,74.2
5540,33,Male,Sales,29,4.62,4,11,3,No,66.5
5541,59,Male,Marketing,33,2.81,2,12,1,No,51.2
5542,48,Female,Sales,48,2.14,3,20,4,No,55.0
5543,26,Female,Finance,30,2.41,4,10,3,Yes,45.1
5544,23,Male,Marketing,46,3.63,4,22,4,No,68.5
5545,55,Female,IT,36,1.63,2,7,4,Yes,41.5
5546,38,Female,HR,22,3.19,5,27,4,No,47.3
5547,31,Female,IT,50,3.35,1,20,1,No,68.5
5548,40,Male,HR,40,3.83,2,11,1,No,66.3
5549,25,Male,IT,52,3.42,2,8,4,No,70.6
5550,39,Female,Finance,20,1.39,3,11,4,No,27.9
5551,42,Male,Sales,25,3.76,4,10,3,No,55.1
5552,39,Male,HR,23,1.09,2,18,1,Yes,27.0
5553,36,Female,Finance,41,2.56,5,28,4,No,54.3
5554,44,Female,Sales,32,2.67,2,27,0,Yes,49.1
5555,24,Female,Sales,49,1.47,3,7,1,No,49.0
5556,35,Male,Marketing,59,1.04,3,26,1,No,51.7
5557,45,Male,Marketing,45,1.28,4,24,0,No,44.3
5558,55,Female,Marketing,58,2.79,3,6,4,No,68.5
5559,34,Male,HR,58,1.96,2,20,2,No,60.2
5560,39,Male,HR,26,1.28,3,24,1,Yes,31.0
5561,58,Male,Sales,33,2.03,3,26,4,No,43.4
5562,56,Female,HR,45,3.12,1,13,0,Yes,62.7
5563,27,Female,Sales,37,3.97,1,28,0,No,65.6
5564,50,Female,Finance,43,2.65,2,23,1,Yes,56.6
5565,39,Male,IT,44,3.45,4,27,0,No,65.3
5566,45,Male,Sales,51,3.39,3,23,0,No,69.6
5567,36,Male,Sales,25,4.59,2,21,4,No,63.4
5568,28,Female,Finance,35,1.72,2,1,0,Yes,41.7
5569,38,Male,Marketing,22,2.91,2,19,2,No,44.5
5570,48,Male,Operations,40,3.53,3,11,4,No,63.3
5571,36,Female,Marketing,51,3.08,1,0,4,Yes,66.5
5572,39,Male,Marketing,21,2.8,1,27,1,No,42.7
5573,37,Male,Sales,39,4.89,2,25,4,No,76.2
5574,33,Female,Sales,30,4.77,4,20,1,Yes,68.7
5575,27,Male,HR,37,3.45,3,28,0,No,60.4
5576,47,Male,HR,30,2.76,3,29,3,No,48.6
5577,30,Male,IT,54,4.02,1,9,2,No,78.0
5578,54,Male,IT,55,3.05,4,0,2,No,69.0
5579,56,Male,Operations,57,4.98,2,21,0,No,89.7
5580,45,Female,HR,31,3.74,1,9,3,No,59.1
5581,26,Male,Sales,50,1.27,4,7,4,No,47.7
5582,44,Female,Finance,55,2.61,3,12,3,No,64.6
5583,38,Male,HR,49,3.92,4,13,4,No,73.5
5584,43,Male,Sales,23,4.37,4,9,4,No,59.8
5585,26,Male,HR,21,4.25,5,0,4,No,57.2
5586,49,Female,Marketing,32,4.91,3,5,3,No,71.5
5587,45,Male,HR,45,2.96,1,11,0,No,61.1
5588,37,Female,Operations,48,1.56,3,19,4,No,49.2
5589,44,Female,Marketing,55,3.61,3,14,0,No,74.6
5590,31,Female,Sales,47,1.28,1,12,4,No,45.7
5591,46,Female,Marketing,27,4.89,3,14,0,No,67.8
5592,54,Male,HR,24,4.03,3,24,0,No,57.1
5593,48,Female,Marketing,51,4.93,2,27,0,No,85.0
5594,23,Female,Operations,49,2.51,1,15,1,No,59.4
5595,31,Female,Finance,33,1.06,4,23,3,No,33.7
5596,58,Male,Marketing,29,3.09,4,11,4,Yes,51.2
5597,34,Female,Operations,29,1.48,2,19,4,Yes,35.1
5598,46,Male,Marketing,25,3.72,1,10,1,No,54.7
5599,41,Male,IT,35,2.99,4,11,0,No,54.4
5600,59,Female,Finance,45,4.01,2,26,0,No,71.6
5601,50,Female,Sales,40,2.16,3,1,4,No,49.6
5602,28,Female,Operations,55,4.32,3,28,2,No,81.7
5603,40,Female,Marketing,49,3.6,2,28,4,No,70.3
5604,52,Male,Finance,24,4.95,3,21,4,Yes,66.3
5605,42,Male,Sales,29,1.71,5,29,1,No,37.4
5606,27,Female,Finance,50,1.2,3,2,0,No,47.0
5607,29,Male,Operations,30,4.4,5,16,3,No,65.0
5608,21,Female,IT,57,2.35,2,29,4,No,63.4
5609,49,Male,Operations,26,2.72,4,13,4,No,45.4
5610,28,Male,Operations,31,4.7,2,26,3,No,68.7
5611,24,Male,Sales,27,2.76,2,6,1,No,46.5
5612,55,Male,Sales,47,2.19,2,19,2,No,54.8
5613,23,Female,Marketing,35,1.24,4,13,1,No,36.9
5614,27,Male,HR,22,2.77,4,8,4,No,43.1
5615,47,Male,Operations,56,3.62,3,28,1,No,75.4
5616,21,Female,Sales,51,2.08,3,9,3,No,56.5
5617,47,Male,Operations,40,3.87,4,25,1,No,66.7
5618,36,Female,Operations,37,2.91,5,10,4,No,55.0
5619,58,Male,Sales,30,4.43,3,29,3,No,65.3
5620,27,Male,IT,27,1.65,3,10,3,No,35.4
5621,43,Female,IT,31,4.03,1,26,4,No,62.0
5622,31,Female,Operations,21,4.73,2,18,4,No,62.0
5623,53,Male,IT,41,3.97,2,28,4,No,68.4
5624,56,Female,Operations,28,2.62,2,27,2,No,45.8
5625,57,Female,Marketing,33,1.92,2,12,4,No,42.3
5626,37,Male,Sales,34,1.39,3,9,1,Yes,37.7
5627,55,Male,Operations,30,3.57,5,15,0,Yes,56.7
5628,25,Male,IT,32,1.57,4,9,2,No,38.1
5629,52,Male,IT,47,4.35,3,9,2,No,76.4
5630,23,Male,Finance,44,4.84,1,27,0,No,79.2
5631,55,Female,Finance,56,1.54,1,11,1,No,54.6
5632,34,Male,IT,25,2.5,4,0,2,No,42.5
5633,51,Female,Marketing,56,4.75,2,27,2,No,86.7
5634,51,Male,HR,52,2.88,3,17,4,No,65.2
5635,37,Female,Operations,44,3.14,2,19,3,No,62.2
5636,44,Female,Finance,42,3.99,2,27,2,No,69.3
5637,43,Male,Operations,27,1.84,2,27,1,No,37.3
5638,38,Male,Finance,36,4.92,3,10,3,Yes,74.4
5639,34,Male,Sales,50,4.12,3,6,0,No,76.2
5640,35,Female,Sales,45,1.65,3,13,2,No,48.0
5641,35,Male,IT,30,1.44,3,7,1,Yes,35.4
5642,26,Male,Sales,49,4.74,2,29,0,Yes,81.7
5643,47,Female,Sales,30,3.74,1,3,4,Yes,58.4
5644,35,Female,HR,22,1.15,3,2,4,No,26.9
5645,56,Male,Marketing,59,1.57,1,9,3,No,57.0
5646,28,Male,IT,59,1.19,2,8,0,Yes,53.2
5647,35,Female,HR,40,4.9,4,14,3,Yes,77.0
5648,23,Female,IT,54,2.99,3,7,0,No,67.7
5649,33,Male,Marketing,47,2.85,2,12,0,No,61.4
5650,54,Male,IT,41,4.82,5,21,4,No,76.9
5651,44,Female,Operations,37,3.02,3,24,3,No,56.1
5652,52,Female,Operations,42,3.07,5,23,4,Yes,60.1
5653,52,Female,Operations,45,4.94,3,6,0,No,80.9
5654,50,Male,Sales,54,1.45,2,12,4,No,52.3
5655,33,Male,Marketing,48,4.94,2,5,3,No,83.0
5656,21,Female,HR,30,1.66,4,9,3,Yes,37.6
5657,54,Male,HR,20,2.89,2,18,1,No,42.9
5658,35,Male,Finance,35,2.35,2,27,4,No,48.0
5659,34,Male,HR,44,4.82,4,10,1,No,79.0
5660,49,Male,Operations,57,2.94,4,28,0,Yes,69.3
5661,54,Male,Operations,37,1.09,5,15,4,Yes,36.8
5662,38,Female,Finance,35,1.89,5,21,2,No,43.4
5663,27,Female,Sales,38,2.72,3,19,1,No,53.8
5664,49,Female,HR,35,3.71,3,20,3,No,61.6
5665,51,Female,Marketing,24,3.25,3,22,1,No,49.3
5666,45,Male,Finance,46,4.4,3,28,4,Yes,76.2
5667,58,Male,HR,25,4.31,3,13,1,No,60.6
5668,34,Male,Sales,53,3.36,3,22,3,Yes,70.7
5669,28,Male,Marketing,35,3.29,2,27,1,No,57.4
5670,47,Female,Marketing,42,2.11,3,8,1,No,50.5
5671,22,Male,Sales,51,4.83,5,15,2,No,84.0
5672,37,Male,HR,42,1.31,4,8,0,Yes,42.5
5673,57,Female,IT,39,2.59,3,5,3,No,53.2
5674,34,Male,HR,38,3.64,2,5,0,No,63.0
5675,45,Female,Finance,48,4.78,4,28,2,No,81.4
5676,50,Male,Finance,27,3.01,3,17,4,No,49.0
5677,49,Male,HR,48,4.58,3,23,4,Yes,79.4
5678,40,Male,Operations,37,1.42,5,18,2,No,40.1
5679,41,Female,Finance,24,3.13,3,16,4,No,48.1
5680,42,Male,IT,31,2.26,5,3,4,Yes,44.3
5681,55,Male,Operations,29,4.18,2,20,1,No,62.1
5682,57,Male,IT,56,2.78,5,18,1,Yes,67.0
5683,36,Male,Marketing,36,2.9,3,29,1,No,54.2
5684,37,Male,Finance,51,1.26,3,22,2,No,48.3
5685,36,Female,Operations,23,2.75,3,26,4,No,43.6
5686,22,Female,HR,50,1.32,3,20,0,No,48.2
5687,24,Female,Operations,45,2.2,3,10,3,No,53.5
5688,41,Male,Marketing,31,1.51,3,25,4,Yes,36.8
5689,59,Male,IT,37,2.34,3,20,2,No,49.3
5690,54,Male,Marketing,27,1.91,5,21,1,No,38.0
5691,50,Male,Sales,51,2.14,2,10,3,No,57.1
5692,26,Male,Finance,39,1.59,2,10,3,No,43.2
5693,37,Male,HR,59,2.76,4,21,3,No,68.9
5694,59,Female,IT,32,2.99,3,24,0,Yes,52.3
5695,45,Female,Marketing,42,4.35,1,18,1,No,72.9
5696,25,Female,HR,22,3.16,3,7,1,Yes,47.0
5697,25,Female,Finance,54,1.92,3,26,1,No,57.0
5698,40,Male,HR,58,3.94,3,22,1,No,80.0
5699,36,Male,Finance,40,2.19,2,15,4,Yes,49.9
5700,57,Male,Finance,26,4.03,5,24,3,No,58.5
5701,29,Male,Finance,45,2.55,4,20,3,No,57.0
5702,25,Male,Marketing,42,3.05,4,22,3,No,59.9
5703,22,Male,Finance,51,3.02,4,7,2,No,65.9
5704,29,Male,HR,21,4.82,1,8,1,Yes,62.9
5705,56,Female,Sales,58,1.61,3,23,4,Yes,56.7
5706,42,Female,HR,21,4.75,4,11,4,No,62.2
5707,42,Male,Marketing,58,3.25,1,11,2,No,73.1
5708,42,Male,Finance,34,4.97,4,1,2,No,73.5
5709,54,Male,Sales,35,3.29,5,26,3,No,57.4
5710,49,Female,Marketing,45,3.63,3,5,3,No,67.8
5711,58,Male,IT,27,4.0,3,3,3,Yes,58.9
5712,53,Female,IT,35,4.29,3,28,3,No,67.4
5713,38,Female,IT,40,2.91,3,12,3,No,57.1
5714,27,Male,Sales,58,3.71,3,29,1,No,77.7
5715,21,Male,HR,30,3.46,4,3,4,No,55.6
5716,53,Male,Sales,43,2.63,3,8,1,No,56.4
5717,21,Male,Sales,55,4.28,3,6,4,Yes,81.3
5718,44,Female,Sales,37,1.77,4,5,0,No,43.6
5719,24,Male,IT,42,1.67,3,17,0,Yes,46.1
5720,24,Male,Operations,32,3.95,4,14,0,No,61.9
5721,38,Female,HR,58,3.55,4,15,4,No,76.1
5722,47,Male,Operations,20,2.27,2,0,2,No,36.7
5723,52,Male,Operations,26,3.54,3,9,1,No,53.6
5724,53,Male,Sales,40,4.08,3,29,2,No,68.8
5725,48,Female,HR,35,1.87,5,3,4,No,43.2
5726,56,Female,Operations,33,3.33,4,24,3,Yes,56.4
5727,26,Male,Finance,21,4.3,3,3,2,No,57.7
5728,36,Female,Sales,50,2.64,3,17,4,No,61.4
5729,54,Female,Sales,58,3.29,4,12,0,No,73.5
5730,43,Male,Sales,28,1.31,3,23,3,No,32.7
5731,44,Female,Finance,33,4.32,1,21,0,No,66.3
5732,33,Male,Finance,29,4.18,3,0,2,No,62.1
5733,38,Female,IT,43,2.83,1,19,2,Yes,58.4
5734,33,Male,Marketing,52,1.48,3,9,1,No,51.2
5735,57,Female,HR,53,3.64,3,20,1,No,73.5
5736,59,Male,Marketing,39,3.29,4,0,4,No,60.2
5737,37,Female,Sales,47,4.68,3,1,2,No,79.7
5738,35,Male,Operations,23,2.12,1,8,0,No,37.3
5739,38,Female,Sales,53,1.13,3,0,1,No,48.4
5740,43,Male,Operations,23,2.02,2,14,0,No,36.3
5741,50,Female,IT,25,2.71,2,26,4,No,44.6
5742,54,Female,Marketing,41,1.62,3,14,0,No,44.9
5743,24,Male,Sales,23,4.92,5,23,0,Yes,65.3
5744,23,Female,Marketing,24,1.89,5,27,3,No,35.7
5745,27,Male,IT,30,3.71,4,26,4,No,58.1
5746,38,Female,Marketing,54,2.82,2,24,1,No,66.0
5747,27,Female,Operations,38,3.22,4,1,3,No,58.8
5748,26,Male,HR,30,4.73,1,11,2,No,68.3
5749,42,Female,IT,30,3.13,1,17,2,No,52.3
5750,21,Male,Marketing,46,2.22,4,22,1,Yes,54.4
5751,24,Male,Sales,21,1.88,3,9,4,Yes,33.5
5752,49,Female,Finance,27,4.57,3,29,2,No,64.6
5753,41,Female,Finance,53,4.95,4,12,2,No,86.6
5754,46,Male,IT,59,2.01,2,8,2,No,61.4
5755,34,Male,Finance,39,3.89,2,25,4,Yes,66.2
5756,29,Female,HR,42,3.02,4,24,2,No,59.6
5757,32,Male,IT,34,3.79,2,2,1,No,61.7
5758,26,Female,Sales,32,4.86,3,22,1,No,71.0
5759,40,Female,Sales,50,2.1,3,21,1,Yes,56.0
5760,44,Male,IT,33,3.96,2,7,3,No,62.7
5761,47,Male,Finance,20,2.75,4,13,1,Yes,41.5
5762,58,Male,Finance,46,3.61,3,23,0,No,68.3
5763,28,Male,Sales,52,2.63,3,23,2,No,62.7
5764,21,Female,HR,54,3.83,2,23,1,No,76.1
5765,44,Female,Operations,34,2.35,3,26,4,No,47.3
5766,27,Female,Finance,24,2.95,1,25,4,Yes,46.3
5767,39,Male,HR,56,3.84,3,15,4,No,77.6
5768,42,Male,Finance,23,1.17,3,5,3,No,27.8
5769,55,Female,Operations,39,2.31,3,8,4,No,50.4
5770,50,Female,IT,58,3.18,4,20,3,No,72.4
5771,49,Female,Marketing,41,1.3,4,3,2,No,41.7
5772,42,Male,Sales,43,3.81,3,22,0,No,68.2
5773,31,Female,IT,30,4.25,2,18,4,Yes,63.5
5774,40,Male,Finance,25,1.65,5,23,4,No,34.0
5775,49,Female,Operations,46,3.93,1,14,3,No,71.5
5776,54,Female,Sales,29,3.58,2,23,3,No,56.1
5777,21,Female,Marketing,58,2.64,2,10,0,No,67.0
5778,51,Male,Marketing,29,1.66,5,20,1,Yes,36.9
5779,50,Female,Operations,45,4.82,2,9,3,Yes,79.7
5780,38,Male,Operations,56,2.86,3,7,0,No,67.8
5781,37,Female,Finance,52,1.73,4,2,2,No,53.7
5782,58,Male,Sales,27,3.87,5,18,4,Yes,57.6
5783,34,Male,Finance,47,3.43,3,3,4,No,67.2
5784,43,Male,Marketing,55,4.26,3,28,0,No,81.1
5785,45,Female,IT,59,4.98,5,12,0,No,91.1
5786,35,Female,IT,44,1.18,1,8,4,Yes,42.6
5787,42,Female,HR,55,3.96,4,20,3,No,78.1
5788,23,Female,Marketing,32,4.96,2,21,1,No,72.0
5789,39,Female,Marketing,26,3.15,4,19,2,No,49.7
5790,54,Male,Finance,20,3.86,2,29,1,Yes,52.6
5791,55,Female,HR,28,2.76,3,12,1,No,47.2
5792,21,Female,Operations,47,2.43,1,8,1,Yes,57.2
5793,41,Male,HR,55,3.79,2,19,4,Yes,76.4
5794,49,Male,Sales,49,4.95,3,18,1,No,83.8
5795,26,Male,Finance,28,1.37,4,15,3,No,33.3
5796,57,Male,Operations,49,2.69,5,17,3,Yes,61.2
5797,21,Male,Operations,54,4.76,2,18,3,No,85.4
5798,21,Male,IT,46,1.45,2,16,0,No,46.7
5799,47,Female,Sales,48,3.6,5,11,2,No,69.6
5800,41,Male,HR,24,2.72,4,10,3,Yes,44.0
5801,36,Male,IT,20,2.51,3,23,1,No,39.1
5802,46,Female,Marketing,24,1.84,3,16,0,Yes,35.2
5803,36,Male,Finance,48,1.71,2,5,4,No,50.7
5804,48,Male,HR,36,3.07,3,26,3,No,55.9
5805,21,Female,Marketing,56,2.51,3,14,1,Yes,64.3
5806,56,Male,Operations,43,2.97,3,1,1,Yes,59.8
5807,30,Male,HR,46,1.78,3,13,4,No,50.0
5808,37,Male,IT,28,2.4,1,26,0,No,43.6
5809,43,Female,Sales,57,4.99,4,26,1,No,89.8
5810,27,Female,IT,32,2.47,5,2,2,No,47.1
5811,27,Female,Finance,45,2.65,4,24,3,No,58.0
5812,35,Female,Finance,30,1.08,2,11,0,No,31.8
5813,54,Female,HR,43,2.52,2,28,3,No,55.3
5814,24,Female,IT,52,4.05,4,24,3,Yes,76.9
5815,34,Female,Sales,25,3.06,3,5,4,Yes,48.1
5816,34,Male,Operations,54,3.63,4,22,2,No,74.1
5817,36,Male,Finance,35,3.23,1,4,2,No,56.8
5818,27,Female,Sales,32,1.42,4,6,4,No,36.6
5819,52,Female,Marketing,30,2.33,3,5,3,No,44.3
5820,39,Female,HR,42,3.78,1,20,2,No,67.2
5821,22,Male,Sales,21,3.19,3,18,3,No,46.6
5822,30,Female,HR,49,3.7,3,13,0,Yes,71.3
5823,37,Female,Marketing,38,2.44,3,17,4,Yes,51.0
5824,57,Male,Sales,59,1.77,2,20,4,No,59.0
5825,32,Female,Sales,34,4.32,4,13,2,No,67.0
5826,26,Male,Operations,52,2.51,3,7,0,No,61.5
5827,42,Male,Marketing,24,3.62,5,13,3,No,53.0
5828,52,Male,IT,41,2.52,5,20,2,No,53.9
5829,40,Male,Sales,46,4.71,2,18,3,No,79.3
5830,21,Male,Operations,54,4.97,3,25,0,Yes,87.5
5831,26,Female,Sales,38,3.6,2,2,1,Yes,62.6
5832,39,Male,Operations,58,3.41,3,14,2,Yes,74.7
5833,38,Male,Finance,26,4.36,4,20,2,No,61.8
5834,26,Male,IT,58,3.06,3,29,4,No,71.2
5835,53,Male,Sales,53,4.48,2,15,1,No,81.9
5836,43,Male,Marketing,53,2.65,1,24,2,No,63.6
5837,43,Male,HR,46,1.13,1,14,3,No,43.5
5838,46,Female,Marketing,24,4.71,3,13,0,No,63.9
5839,33,Female,IT,23,3.89,5,14,1,No,55.0
5840,27,Male,Finance,26,3.04,3,23,4,Yes,48.6
5841,35,Male,Finance,22,4.78,4,6,4,No,63.2
5842,47,Male,Finance,40,4.55,3,4,3,No,73.5
5843,46,Male,Operations,53,1.43,3,8,0,No,51.4
5844,53,Female,Marketing,28,3.5,3,15,4,No,54.6
5845,35,Female,HR,39,3.15,5,27,4,No,58.8
5846,56,Female,HR,59,4.11,2,1,0,No,82.4
5847,47,Male,Operations,31,2.2,3,21,1,Yes,43.7
5848,25,Female,Sales,58,1.03,4,22,2,Yes,50.9
5849,22,Male,Operations,47,1.74,3,6,2,No,50.3
5850,53,Female,HR,52,1.84,2,11,0,No,54.8
5851,36,Female,HR,29,2.17,3,26,0,No,42.0
5852,43,Female,Sales,30,2.48,3,28,0,No,45.8
5853,58,Male,Marketing,26,3.83,5,15,3,No,56.5
5854,36,Male,Marketing,37,1.3,3,3,3,No,38.9
5855,34,Male,IT,38,2.95,3,1,0,Yes,56.1
5856,49,Male,Marketing,33,2.99,3,16,3,No,53.0
5857,46,Male,Finance,36,3.46,3,16,2,No,59.8
5858,55,Female,Finance,42,2.24,5,2,0,No,51.8
5859,35,Male,IT,38,2.04,3,15,2,Yes,47.0
5860,23,Female,HR,22,2.94,2,22,2,Yes,44.8
5861,43,Male,IT,53,3.64,4,26,3,No,73.5
5862,49,Female,Sales,44,1.18,2,4,4,Yes,42.6
5863,54,Male,IT,50,2.17,1,6,4,No,56.7
5864,53,Female,IT,58,4.15,2,27,1,No,82.1
5865,43,Male,Operations,33,2.94,4,12,1,No,52.5
5866,27,Male,Finance,56,4.81,5,8,4,Yes,87.3
5867,23,Female,Sales,39,4.47,2,7,0,Yes,72.0
5868,52,Male,Operations,51,2.38,3,0,4,No,59.5
5869,51,Male,Sales,52,3.91,3,29,3,No,75.5
5870,38,Male,IT,50,2.1,3,3,4,No,56.0
5871,27,Male,Operations,26,1.7,1,20,0,No,35.2
5872,21,Male,Operations,24,4.52,1,6,0,No,62.0
5873,34,Male,Sales,23,2.4,3,10,1,No,40.1
5874,52,Female,Sales,30,1.81,4,7,1,No,39.1
5875,26,Female,Marketing,38,4.86,1,7,0,Yes,75.2
5876,59,Male,Sales,57,1.12,2,19,2,No,51.1
5877,30,Female,Operations,39,2.47,2,29,1,No,52.0
5878,27,Male,HR,46,1.15,3,10,3,No,43.7
5879,46,Male,Sales,48,3.02,1,6,2,No,63.8
5880,54,Male,Finance,37,2.6,4,27,3,No,51.9
5881,50,Female,Marketing,56,3.88,3,10,3,No,78.0
5882,56,Male,Finance,44,4.82,3,17,0,No,79.0
5883,41,Female,Finance,39,3.08,3,24,2,No,58.1
5884,37,Male,HR,25,2.14,2,21,1,No,38.9
5885,53,Female,Marketing,55,4.49,3,3,0,Yes,83.4
5886,30,Female,IT,34,3.42,5,5,4,No,58.0
5887,32,Male,Operations,37,3.21,1,6,1,No,58.0
5888,36,Female,Operations,57,1.75,1,9,4,Yes,57.4
5889,52,Female,Sales,44,1.16,2,7,0,Yes,42.4
5890,35,Male,Operations,39,2.85,4,3,3,No,55.8
5891,47,Male,HR,41,3.11,1,8,3,No,59.8
